ECLIPSE ANDROID PROJECT IMPORT SUMMARY
======================================

Manifest Merging:
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/dependencies/google-oauth-client-appengine-dependencies.html
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/dependencies/google-oauth-client-dependencies.html
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/dependencies/google-oauth-client-java6-dependencies.html
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/dependencies/google-oauth-client-jetty-dependencies.html
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/dependencies/google-oauth-client-servlet-dependencies.html
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/dependencies/images/
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/dependencies/images/close.gif
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/dependencies/images/collapsed.gif
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/dependencies/images/expanded.gif
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/dependencies/images/external.png
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/dependencies/images/icon_error_sml.gif
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/dependencies/images/icon_info_sml.gif
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/dependencies/images/icon_success_sml.gif
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/dependencies/images/icon_warning_sml.gif
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/dependencies/images/logos/
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/dependencies/images/logos/build-by-maven-black.png
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/dependencies/images/logos/build-by-maven-white.png
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/dependencies/images/logos/maven-feather.png
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/dependencies/images/newwindow.png
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/descriptor.json
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs-sources/
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs-sources/commons-logging-1.1.1-sources.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs-sources/google-api-client-1.18.0-rc-sources.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs-sources/google-api-client-android-1.18.0-rc-sources.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs-sources/google-api-client-appengine-1.18.0-rc-sources.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs-sources/google-api-client-gson-1.18.0-rc-sources.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs-sources/google-api-client-jackson2-1.18.0-rc-sources.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs-sources/google-api-client-java6-1.18.0-rc-sources.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs-sources/google-api-client-servlet-1.18.0-rc-sources.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs-sources/google-http-client-1.18.0-rc-sources.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs-sources/google-http-client-android-1.18.0-rc-sources.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs-sources/google-http-client-appengine-1.18.0-rc-sources.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs-sources/google-http-client-gson-1.18.0-rc-sources.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs-sources/google-http-client-jackson2-1.18.0-rc-sources.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs-sources/google-http-client-jdo-1.18.0-rc-sources.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs-sources/google-oauth-client-1.18.0-rc-sources.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs-sources/google-oauth-client-appengine-1.18.0-rc-sources.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs-sources/google-oauth-client-java6-1.18.0-rc-sources.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs-sources/google-oauth-client-jetty-1.18.0-rc-sources.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs-sources/google-oauth-client-servlet-1.18.0-rc-sources.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs-sources/gson-2.1-sources.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs-sources/httpclient-4.0.1-sources.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs-sources/httpcore-4.0.1-sources.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs-sources/jackson-core-2.1.3-sources.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs-sources/jdo2-api-2.3-eb-sources.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs-sources/jetty-6.1.26-sources.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs-sources/jetty-util-6.1.26-sources.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs-sources/transaction-api-1.1-sources.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs/
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs/commons-logging-1.1.1.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs/google-api-client-1.18.0-rc.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs/google-api-client-1.18.0-rc.jar.properties
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs/google-api-client-android-1.18.0-rc.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs/google-api-client-android-1.18.0-rc.jar.properties
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs/google-api-client-appengine-1.18.0-rc.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs/google-api-client-gson-1.18.0-rc.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs/google-api-client-jackson2-1.18.0-rc.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs/google-api-client-java6-1.18.0-rc.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs/google-api-client-servlet-1.18.0-rc.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs/google-http-client-1.18.0-rc.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs/google-http-client-1.18.0-rc.jar.properties
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs/google-http-client-android-1.18.0-rc.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs/google-http-client-android-1.18.0-rc.jar.properties
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs/google-http-client-appengine-1.18.0-rc.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs/google-http-client-gson-1.18.0-rc.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs/google-http-client-gson-1.18.0-rc.jar.properties
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs/google-http-client-jackson2-1.18.0-rc.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs/google-http-client-jackson2-1.18.0-rc.jar.properties
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs/google-http-client-jdo-1.18.0-rc.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs/google-http-client-jdo-1.18.0-rc.jar.properties
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs/google-oauth-client-1.18.0-rc.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs/google-oauth-client-1.18.0-rc.jar.properties
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs/google-oauth-client-appengine-1.18.0-rc.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs/google-oauth-client-java6-1.18.0-rc.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs/google-oauth-client-jetty-1.18.0-rc.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs/google-oauth-client-servlet-1.18.0-rc.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs/gson-2.1.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs/gson-2.1.jar.properties
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs/httpclient-4.0.1.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs/httpcore-4.0.1.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs/jackson-core-2.1.3.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs/jackson-core-2.1.3.jar.properties
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs/jdo2-api-2.3-eb.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs/jetty-6.1.26.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs/jetty-util-6.1.26.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs/jsr305-1.3.9.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/libs/transaction-api-1.1.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/proguard-google-api-client.txt
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/readme.html
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/trip.com-expenseendpoint-v1-20150318153643-java-1.18.0-rc-sources.jar
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/trip.com-expenseendpoint-v1-20150318153643-java-1.18.0-rc.jar.properties
* endpoint-libs/libloginendpoint-v1/
* endpoint-libs/libloginendpoint-v1/loginendpoint/
* endpoint-libs/libloginendpoint-v1/loginendpoint/LICENSE.txt
* endpoint-libs/libloginendpoint-v1/loginendpoint/classpath-include
* endpoint-libs/libloginendpoint-v1/loginendpoint/dependencies/
* endpoint-libs/libloginendpoint-v1/loginendpoint/dependencies/APACHE-LICENSE.txt
* endpoint-libs/libloginendpoint-v1/loginendpoint/dependencies/CDDL-LICENSE.txt
* endpoint-libs/libloginendpoint-v1/loginendpoint/dependencies/css/
* endpoint-libs/libloginendpoint-v1/loginendpoint/dependencies/css/maven-base.css
* endpoint-libs/libloginendpoint-v1/loginendpoint/dependencies/css/maven-theme.css
* endpoint-libs/libloginendpoint-v1/loginendpoint/dependencies/css/print.css
* endpoint-libs/libloginendpoint-v1/loginendpoint/dependencies/css/site.css
* endpoint-libs/libloginendpoint-v1/loginendpoint/dependencies/google-api-client-android-dependencies.html
* endpoint-libs/libloginendpoint-v1/loginendpoint/dependencies/google-api-client-appengine-dependencies.html
* endpoint-libs/libloginendpoint-v1/loginendpoint/dependencies/google-api-client-dependencies.html
* endpoint-libs/libloginendpoint-v1/loginendpoint/dependencies/google-api-client-gson-dependencies.html
* endpoint-libs/libloginendpoint-v1/loginendpoint/dependencies/google-api-client-jackson2-dependencies.html
* endpoint-libs/libloginendpoint-v1/loginendpoint/dependencies/google-api-client-java6-dependencies.html
* endpoint-libs/libloginendpoint-v1/loginendpoint/dependencies/google-api-client-servlet-dependencies.html
* endpoint-libs/libloginendpoint-v1/loginendpoint/dependencies/google-http-client-android-dependencies.html
* endpoint-libs/libloginendpoint-v1/loginendpoint/dependencies/google-http-client-appengine-dependencies.html
* endpoint-libs/libloginendpoint-v1/loginendpoint/dependencies/google-http-client-dependencies.html
* endpoint-libs/libloginendpoint-v1/loginendpoint/dependencies/google-http-client-gson-dependencies.html
* endpoint-libs/libloginendpoint-v1/loginendpoint/dependencies/google-http-client-jackson2-dependencies.html
* endpoint-libs/libloginendpoint-v1/loginendpoint/dependencies/google-http-client-jdo-dependencies.html
* endpoint-libs/libloginendpoint-v1/loginendpoint/dependencies/google-oauth-client-appengine-dependencies.html
* endpoint-libs/libloginendpoint-v1/loginendpoint/dependencies/google-oauth-client-dependencies.html
* endpoint-libs/libloginendpoint-v1/loginendpoint/dependencies/google-oauth-client-java6-dependencies.html
* endpoint-libs/libloginendpoint-v1/loginendpoint/dependencies/google-oauth-client-jetty-dependencies.html
* endpoint-libs/libloginendpoint-v1/loginendpoint/dependencies/google-oauth-client-servlet-dependencies.html
* endpoint-libs/libloginendpoint-v1/loginendpoint/dependencies/images/
* endpoint-libs/libloginendpoint-v1/loginendpoint/dependencies/images/close.gif
* endpoint-libs/libloginendpoint-v1/loginendpoint/dependencies/images/collapsed.gif
* endpoint-libs/libloginendpoint-v1/loginendpoint/dependencies/images/expanded.gif
* endpoint-libs/libloginendpoint-v1/loginendpoint/dependencies/images/external.png
* endpoint-libs/libloginendpoint-v1/loginendpoint/dependencies/images/icon_error_sml.gif
* endpoint-libs/libloginendpoint-v1/loginendpoint/dependencies/images/icon_info_sml.gif
* endpoint-libs/libloginendpoint-v1/loginendpoint/dependencies/images/icon_success_sml.gif
* endpoint-libs/libloginendpoint-v1/loginendpoint/dependencies/images/icon_warning_sml.gif
* endpoint-libs/libloginendpoint-v1/loginendpoint/dependencies/images/logos/
* endpoint-libs/libloginendpoint-v1/loginendpoint/dependencies/images/logos/build-by-maven-black.png
* endpoint-libs/libloginendpoint-v1/loginendpoint/dependencies/images/logos/build-by-maven-white.png
* endpoint-libs/libloginendpoint-v1/loginendpoint/dependencies/images/logos/maven-feather.png
* endpoint-libs/libloginendpoint-v1/loginendpoint/dependencies/images/newwindow.png
* endpoint-libs/libloginendpoint-v1/loginendpoint/descriptor.json
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs-sources/
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs-sources/commons-logging-1.1.1-sources.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs-sources/google-api-client-1.18.0-rc-sources.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs-sources/google-api-client-android-1.18.0-rc-sources.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs-sources/google-api-client-appengine-1.18.0-rc-sources.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs-sources/google-api-client-gson-1.18.0-rc-sources.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs-sources/google-api-client-jackson2-1.18.0-rc-sources.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs-sources/google-api-client-java6-1.18.0-rc-sources.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs-sources/google-api-client-servlet-1.18.0-rc-sources.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs-sources/google-http-client-1.18.0-rc-sources.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs-sources/google-http-client-android-1.18.0-rc-sources.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs-sources/google-http-client-appengine-1.18.0-rc-sources.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs-sources/google-http-client-gson-1.18.0-rc-sources.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs-sources/google-http-client-jackson2-1.18.0-rc-sources.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs-sources/google-http-client-jdo-1.18.0-rc-sources.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs-sources/google-oauth-client-1.18.0-rc-sources.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs-sources/google-oauth-client-appengine-1.18.0-rc-sources.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs-sources/google-oauth-client-java6-1.18.0-rc-sources.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs-sources/google-oauth-client-jetty-1.18.0-rc-sources.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs-sources/google-oauth-client-servlet-1.18.0-rc-sources.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs-sources/gson-2.1-sources.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs-sources/httpclient-4.0.1-sources.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs-sources/httpcore-4.0.1-sources.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs-sources/jackson-core-2.1.3-sources.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs-sources/jdo2-api-2.3-eb-sources.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs-sources/jetty-6.1.26-sources.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs-sources/jetty-util-6.1.26-sources.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs-sources/transaction-api-1.1-sources.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs/
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs/commons-logging-1.1.1.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs/google-api-client-1.18.0-rc.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs/google-api-client-1.18.0-rc.jar.properties
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs/google-api-client-android-1.18.0-rc.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs/google-api-client-android-1.18.0-rc.jar.properties
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs/google-api-client-appengine-1.18.0-rc.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs/google-api-client-gson-1.18.0-rc.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs/google-api-client-jackson2-1.18.0-rc.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs/google-api-client-java6-1.18.0-rc.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs/google-api-client-servlet-1.18.0-rc.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs/google-http-client-1.18.0-rc.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs/google-http-client-1.18.0-rc.jar.properties
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs/google-http-client-android-1.18.0-rc.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs/google-http-client-android-1.18.0-rc.jar.properties
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs/google-http-client-appengine-1.18.0-rc.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs/google-http-client-gson-1.18.0-rc.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs/google-http-client-gson-1.18.0-rc.jar.properties
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs/google-http-client-jackson2-1.18.0-rc.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs/google-http-client-jackson2-1.18.0-rc.jar.properties
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs/google-http-client-jdo-1.18.0-rc.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs/google-http-client-jdo-1.18.0-rc.jar.properties
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs/google-oauth-client-1.18.0-rc.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs/google-oauth-client-1.18.0-rc.jar.properties
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs/google-oauth-client-appengine-1.18.0-rc.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs/google-oauth-client-java6-1.18.0-rc.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs/google-oauth-client-jetty-1.18.0-rc.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs/google-oauth-client-servlet-1.18.0-rc.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs/gson-2.1.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs/gson-2.1.jar.properties
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs/httpclient-4.0.1.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs/httpcore-4.0.1.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs/jackson-core-2.1.3.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs/jackson-core-2.1.3.jar.properties
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs/jdo2-api-2.3-eb.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs/jetty-6.1.26.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs/jetty-util-6.1.26.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs/jsr305-1.3.9.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/libs/transaction-api-1.1.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/proguard-google-api-client.txt
* endpoint-libs/libloginendpoint-v1/loginendpoint/readme.html
* endpoint-libs/libloginendpoint-v1/loginendpoint/trip.com-loginendpoint-v1-20150318153705-java-1.18.0-rc-sources.jar
* endpoint-libs/libloginendpoint-v1/loginendpoint/trip.com-loginendpoint-v1-20150318153705-java-1.18.0-rc.jar.properties
* endpoint-libs/libmessageEndpoint-v1/
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/LICENSE.txt
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/classpath-include
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/dependencies/
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/dependencies/APACHE-LICENSE.txt
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/dependencies/CDDL-LICENSE.txt
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/dependencies/css/
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/dependencies/css/maven-base.css
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/dependencies/css/maven-theme.css
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/dependencies/css/print.css
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/dependencies/css/site.css
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/dependencies/google-api-client-android-dependencies.html
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/dependencies/google-api-client-appengine-dependencies.html
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/dependencies/google-api-client-dependencies.html
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/dependencies/google-api-client-gson-dependencies.html
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/dependencies/google-api-client-jackson2-dependencies.html
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/dependencies/google-api-client-java6-dependencies.html
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/dependencies/google-api-client-servlet-dependencies.html
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/dependencies/google-http-client-android-dependencies.html
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/dependencies/google-http-client-appengine-dependencies.html
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/dependencies/google-http-client-dependencies.html
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/dependencies/google-http-client-gson-dependencies.html
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/dependencies/google-http-client-jackson2-dependencies.html
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/dependencies/google-http-client-jdo-dependencies.html
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/dependencies/google-oauth-client-appengine-dependencies.html
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/dependencies/google-oauth-client-dependencies.html
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/dependencies/google-oauth-client-java6-dependencies.html
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/dependencies/google-oauth-client-jetty-dependencies.html
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/dependencies/google-oauth-client-servlet-dependencies.html
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/dependencies/images/
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/dependencies/images/close.gif
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/dependencies/images/collapsed.gif
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/dependencies/images/expanded.gif
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/dependencies/images/external.png
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/dependencies/images/icon_error_sml.gif
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/dependencies/images/icon_info_sml.gif
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/dependencies/images/icon_success_sml.gif
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/dependencies/images/icon_warning_sml.gif
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/dependencies/images/logos/
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/dependencies/images/logos/build-by-maven-black.png
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/dependencies/images/logos/build-by-maven-white.png
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/dependencies/images/logos/maven-feather.png
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/dependencies/images/newwindow.png
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/descriptor.json
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs-sources/
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs-sources/commons-logging-1.1.1-sources.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs-sources/google-api-client-1.18.0-rc-sources.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs-sources/google-api-client-android-1.18.0-rc-sources.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs-sources/google-api-client-appengine-1.18.0-rc-sources.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs-sources/google-api-client-gson-1.18.0-rc-sources.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs-sources/google-api-client-jackson2-1.18.0-rc-sources.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs-sources/google-api-client-java6-1.18.0-rc-sources.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs-sources/google-api-client-servlet-1.18.0-rc-sources.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs-sources/google-http-client-1.18.0-rc-sources.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs-sources/google-http-client-android-1.18.0-rc-sources.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs-sources/google-http-client-appengine-1.18.0-rc-sources.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs-sources/google-http-client-gson-1.18.0-rc-sources.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs-sources/google-http-client-jackson2-1.18.0-rc-sources.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs-sources/google-http-client-jdo-1.18.0-rc-sources.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs-sources/google-oauth-client-1.18.0-rc-sources.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs-sources/google-oauth-client-appengine-1.18.0-rc-sources.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs-sources/google-oauth-client-java6-1.18.0-rc-sources.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs-sources/google-oauth-client-jetty-1.18.0-rc-sources.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs-sources/google-oauth-client-servlet-1.18.0-rc-sources.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs-sources/gson-2.1-sources.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs-sources/httpclient-4.0.1-sources.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs-sources/httpcore-4.0.1-sources.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs-sources/jackson-core-2.1.3-sources.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs-sources/jdo2-api-2.3-eb-sources.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs-sources/jetty-6.1.26-sources.jar
